,#Clusters,#Components,GMMweights,mean_test_scores,mean_train_scores
363,15,4,0.0,-2.4465564884975746,-0.030306128630969105
269,12,2,0.1,-2.446677338987366,-0.41309648152679856
145,8,2,0.25,-2.450097546578787,-0.5031282508277903
101,6,2,20,-2.4508148908556016,-0.4380777448772928
77,6,2,0.1,-2.454521202923664,-0.5361692117161783
364,15,1,0.1,-2.456442490911212,-0.7806473513967735
198,9,3,20,-2.4569883529369383,-0.16373581401831705
305,13,2,0.25,-2.4574410520526433,-0.3130890430034763
353,14,2,10,-2.457993841501044,-0.13987417035095842
109,7,2,0.1,-2.4602325546995587,-0.4884207453903533
128,7,1,10,-2.4613256317646464,-0.6389776485096852
214,10,3,0.5,-2.4616359544447604,-0.2127184646992165
245,11,2,0.5,-2.4616870465221283,-0.4742104355457658
8,2,1,1,-2.4619839691595278,-0.9737519527025383
17,3,2,0.0,-2.4643303487374513,-0.7792380598197594
327,13,4,20,-2.4647042733759275,-0.0222886077202161
302,13,3,0.1,-2.465084548198791,-0.17436031814318395
15,2,2,20,-2.4658049104803688,-0.6024467608312756
8,2,1,1,-2.4697712894313466,-0.9867655442936802
159,8,4,5,-2.471162787274574,-0.15144882892533387
205,10,2,0.1,-2.4713362137288066,-0.3124004604274482
25,3,1,0.5,-2.472522109162589,-1.0102548864154761
294,12,3,20,-2.474490171928302,-0.07360329003667715
319,13,4,5,-2.475551502313202,-0.04211538348515104
130,7,3,10,-2.4768586044445486,-0.27061804261919814
8,2,1,1,-2.476995846569439,-0.9953072457381249
30,3,3,1,-2.4774368712691492,-0.5458266982379851
118,7,3,0.5,-2.4775448406104434,-0.33809795446758606
232,11,1,0.0,-2.4784169594767866,-0.7845753661128665
185,9,2,1,-2.478466507125419,-0.504616606068812
244,11,1,0.5,-2.4796885063712972,-0.7506543930671467
358,14,3,20,-2.4798385815029054,-0.02708331933407309
129,7,2,10,-2.4802607625231787,-0.33675949008011874
60,4,1,5,-2.48031356012487,-0.7772479888270314
209,10,2,0.25,-2.4835671422132557,-0.4965876229506635
27,3,3,0.5,-2.4840528951196648,-0.7703197552681514
76,6,1,0.1,-2.4849028319191664,-0.9932663623955127
324,13,1,20,-2.4851397800820347,-0.5306692350242831
81,6,2,0.25,-2.4857246457694178,-0.5001196772232726
128,7,1,10,-2.487487463465663,-0.672266768415932
181,9,2,0.5,-2.4874946217984455,-0.4683839290998586
391,15,4,20,-2.4896786238460895,-0.010290247873789647
278,12,3,0.5,-2.490191077891728,-0.13638687215090606
39,3,3,20,-2.497008590700664,-0.5778264203054575
67,4,4,10,-2.498459849418717,-0.393898763142691
283,12,4,1,-2.4986186530629566,-0.07775576976980332
34,3,1,10,-2.5003313179746884,-0.9918199291277912
27,3,3,0.5,-2.5024143225226037,-0.7445324466304297
51,4,4,0.25,-2.5034950178967112,-0.5552736870459787
136,8,1,0.0,-2.5046287908996145,-0.9281747235456625
386,15,3,10,-2.5048936954153778,-0.04072313146811871
102,6,3,20,-2.5052682881206834,-0.28882801301199845
279,12,4,0.5,-2.506296657349503,-0.05116156585561373
60,4,1,5,-2.507276616888799,-0.7656288703588895
297,13,2,0.0,-2.507472314664964,-0.4508209761752935
322,13,3,10,-2.508687875667792,-0.05255024158779432
307,13,4,0.25,-2.5110216475981932,-0.04142069667141143
56,4,1,1,-2.5118630816825234,-1.0218519440090406
52,4,1,0.5,-2.5139219146608256,-0.9952183681262733
64,4,1,10,-2.5141503704902886,-0.8281832136630869
154,8,3,1,-2.515227061706789,-0.31531054836383654
275,12,4,0.25,-2.5175916212570137,-0.06497666299057032
149,8,2,0.5,-2.5187869000691263,-0.4110229480465926
94,6,3,5,-2.521447042405748,-0.22209001396988406
89,6,2,1,-2.5216640088290054,-0.5668337907862504
53,4,2,0.5,-2.526562133941147,-0.7718801039617886
281,12,2,1,-2.526795063454356,-0.4643115176602902
52,4,1,0.5,-2.5289473623077168,-1.1257055142721777
367,15,4,0.1,-2.5317537914160706,-0.030102539967332736
15,2,2,20,-2.5363314179264487,-0.6262912112202209
361,15,2,0.0,-2.536467336047322,-0.2993533751381942
228,10,1,20,-2.536569259594479,-0.5470724313791431
45,4,2,0.1,-2.5398833132199936,-0.6146499900201357
342,14,3,0.5,-2.540562625758996,-0.08995903774309195
110,7,3,0.1,-2.5411262468366864,-0.3067880552744278
236,11,1,0.1,-2.541300121358881,-0.812765746263271
337,14,2,0.25,-2.541431253485594,-0.2812609035568755
25,3,1,0.5,-2.54255444909166,-1.0583979632743594
57,4,2,1,-2.542726591937544,-0.6165916045950883
301,13,2,0.1,-2.543725370821915,-0.32809313028838816
11,2,2,5,-2.545465285402283,-0.6074595929265291
31,3,1,5,-2.5455721035356618,-0.9429662148552757
371,15,4,0.25,-2.55082596094028,-0.024859775715489234
15,2,2,20,-2.551401563053519,-0.6042243064276678
5,2,2,0.25,-2.55204440526935,-1.04669955029072
114,7,3,0.25,-2.5534651005019993,-0.2154104572329173
322,13,3,10,-2.5552214025110183,-0.04446739147764218
137,8,2,0.0,-2.5599608964138727,-0.44680399767245876
323,13,4,10,-2.5602881432584863,-0.019961456850929538
112,7,1,0.25,-2.563420194200677,-0.9940646526241783
104,7,1,0.0,-2.5638954370367464,-0.8992121450452668
105,7,2,0.0,-2.564739253957429,-0.5155687163261586
359,14,4,20,-2.566368167360299,-0.010491175160863115
326,13,3,20,-2.567505263450603,-0.05734573487821131
64,4,1,10,-2.568863438039643,-0.9138185067837303
99,6,4,10,-2.569351465187594,-0.1268500213640717
81,6,2,0.25,-2.5702412960831964,-0.5057237599471887
96,6,1,10,-2.5710746075256607,-0.6843555178789043
361,15,2,0.0,-2.5724398077907815,-0.3456996378685999
155,8,4,1,-2.5727862698203867,-0.11671126588566638
26,3,2,0.5,-2.5736208847107562,-0.7333171266713863
237,11,2,0.1,-2.5758769869043316,-0.4031754957102895
279,12,4,0.5,-2.5763300805020077,-0.07753184972721303
196,9,1,20,-2.578699053403532,-0.6565230214409994
292,12,1,20,-2.5792418329594953,-0.5079308963996162
49,4,2,0.25,-2.5805875697614393,-0.6665720472508855
282,12,3,1,-2.581224900024397,-0.14085572069222396
73,6,2,0.0,-2.5815998676919385,-0.5480846974810525
123,7,4,1,-2.582621285966324,-0.2525293461849827
357,14,2,20,-2.583665382297687,-0.1661450841499439
322,13,3,10,-2.584373763724197,-0.05998945549668511
278,12,3,0.5,-2.5849860576174932,-0.20721269058457667
35,3,2,10,-2.5868051813678004,-0.6451462440654778
23,3,2,0.25,-2.587005179815657,-0.7073414191898579
353,14,2,10,-2.5876558507415344,-0.20340822873154873
326,13,3,20,-2.59001812910052,-0.060419910740882946
326,13,3,20,-2.5917459227778723,-0.05060616128468934
178,9,3,0.25,-2.5925916966257376,-0.2189578026531599
142,8,3,0.1,-2.5929342070151105,-0.20941031540573835
375,15,4,0.5,-2.594614680487206,-0.026150785768540467
35,3,2,10,-2.597775534760191,-0.6354146373274311
13,2,2,10,-2.5985404034945416,-0.6310179715288751
213,10,2,0.5,-2.5998094446755546,-0.41334629426153513
377,15,2,1,-2.599952251418776,-0.2958205986281468
15,2,2,20,-2.601089933718397,-0.5917366952218952
218,10,3,1,-2.6015500703290515,-0.18103289335427078
180,9,1,0.5,-2.603875762234535,-0.8142483979996015
242,11,3,0.25,-2.6045594654263002,-0.1504794964606845
50,4,3,0.25,-2.605094660056131,-0.6353253270724111
190,9,3,5,-2.605725411618741,-0.10251709591907454
302,13,3,0.1,-2.606053166607725,-0.14185714680014064
295,12,4,20,-2.6065912625594354,-0.009987863636826041
389,15,2,20,-2.6080078015775974,-0.20701954802019673
158,8,3,5,-2.608017120477063,-0.1976508041672365
26,3,2,0.5,-2.6085417635778327,-0.9406659061863277
29,3,2,1,-2.608653210641091,-0.6481120546765516
70,4,3,20,-2.612352245433066,-0.46322598407869087
101,6,2,20,-2.614638561981159,-0.39228384231624885
72,6,1,0.0,-2.616390192409027,-0.968230009020262
27,3,3,0.5,-2.617919391909078,-0.8236920648638654
311,13,4,0.5,-2.620080129059573,-0.05892926516989681
197,9,2,20,-2.620651171419004,-0.3360599689545381
70,4,3,20,-2.620668871592456,-0.5611299736400143
289,12,2,10,-2.6246776876529396,-0.14261459897784504
15,2,2,20,-2.6282488307443392,-0.6262918313964667
84,6,1,0.5,-2.6296658629898335,-0.8743857188427326
293,12,2,20,-2.629702831085403,-0.1786575988187212
81,6,2,0.25,-2.6301959125302012,-0.56518747453022
194,9,3,10,-2.6311243391141135,-0.14977231799065388
180,9,1,0.5,-2.6319645206239044,-0.8765101144605703
255,11,4,5,-2.6330124217005815,-0.06278538413620753
227,10,4,10,-2.634591949943474,-0.028761573524607693
74,6,3,0.0,-2.6346749126139954,-0.43247008776127205
318,13,3,5,-2.6349593301038343,-0.0936263625762451
317,13,2,5,-2.636175824197638,-0.3392100632432378
29,3,2,1,-2.6365965528465662,-0.6467846321528593
347,14,4,1,-2.637244130372618,-0.0428189463700473
290,12,3,10,-2.6398301048947377,-0.09483943795871047
45,4,2,0.1,-2.640984814228508,-0.5938399333260463
311,13,4,0.5,-2.6413441606776065,-0.06009826476599627
325,13,2,20,-2.65031529755444,-0.16579739058387505
266,12,3,0.0,-2.651688276314505,-0.23592391918637434
49,4,2,0.25,-2.6554197771986803,-0.5393775776272509
68,4,1,20,-2.6580222193086547,-0.8796985840043244
3,2,2,0.1,-2.6584906072361725,-0.9910983402478559
277,12,2,0.5,-2.659994386466967,-0.3808183177036291
218,10,3,1,-2.6676915352469956,-0.27706489993134664
85,6,2,0.5,-2.6697141001945557,-0.6137799539796318
8,2,1,1,-2.669789805423912,-0.9795627791099702
99,6,4,10,-2.6718762582921856,-0.2562176203771086
269,12,2,0.1,-2.672150149952952,-0.32929833514764595
1,2,2,0.0,-2.6729824982222845,-1.091316151474973
11,2,2,5,-2.673043993384628,-0.5725079723179971
36,3,3,10,-2.6730838918367046,-0.5764214024898934
26,3,2,0.5,-2.673142505751007,-0.9183378082650522
139,8,4,0.0,-2.675337368112669,-0.11229010026155528
131,7,4,10,-2.676979653036956,-0.2070442327955932
182,9,3,0.5,-2.677025756196919,-0.24696594028441762
137,8,2,0.0,-2.6790977550495048,-0.5163202103451235
323,13,4,10,-2.6802266371477104,-0.01641322727615083
218,10,3,1,-2.683382962891448,-0.1906082627130495
173,9,2,0.1,-2.6847564584644825,-0.4279840599525004
353,14,2,10,-2.6853496311841347,-0.1798934141933039
329,14,2,0.0,-2.6862529178120926,-0.28250840824879025
123,7,4,1,-2.6869562304287267,-0.1920740696626648
218,10,3,1,-2.6882144585747785,-0.19346883634063627
221,10,2,5,-2.6890425614428306,-0.22096233826905118
378,15,3,1,-2.690823355083875,-0.09075516480297949
84,6,1,0.5,-2.694034857033781,-0.9404889304061589
60,4,1,5,-2.69614489132671,-0.7043832731750514
327,13,4,20,-2.697218509233591,-0.017928706775648128
378,15,3,1,-2.698259967575204,-0.08979880664663974
10,2,1,5,-2.699661989513078,-0.9974716922539998
14,2,1,20,-2.7006374907518143,-1.0036840608166275
357,14,2,20,-2.7009936442671987,-0.1298229013175561
211,10,4,0.25,-2.7014152655425536,-0.12740970404568555
297,13,2,0.0,-2.7014364352179565,-0.3689847249921676
14,2,1,20,-2.7015570741951436,-1.0031817143429325
12,2,1,10,-2.702515346897822,-1.0092199714866559
51,4,4,0.25,-2.705127636467804,-0.5724281464760825
14,2,1,20,-2.705277309357407,-0.9972439835947328
14,2,1,20,-2.7061353501241157,-1.0180707536179696
105,7,2,0.0,-2.707427532872485,-0.4187099739514161
14,2,1,20,-2.7104531055726486,-1.009750735759129
327,13,4,20,-2.7112875303201625,-0.017837880666519344
142,8,3,0.1,-2.7114529750530862,-0.31486905175539787
149,8,2,0.5,-2.7120602560009135,-0.4406943138768941
12,2,1,10,-2.713327339667407,-1.017803282191606
12,2,1,10,-2.714016016588631,-1.013849753002583
39,3,3,20,-2.7148717412123236,-0.5679120174729484
359,14,4,20,-2.71646004938006,-0.005878301979247933
12,2,1,10,-2.7168394727752685,-1.0082784852183397
359,14,4,20,-2.7196850661448457,-0.016860691272466186
179,9,4,0.25,-2.720058694375838,-0.07294616384556825
11,2,2,5,-2.7223371894794486,-0.6077527785824038
10,2,1,5,-2.7238228447077573,-1.006496097718362
46,4,3,0.1,-2.7264851876552423,-0.4220213692815014
53,4,2,0.5,-2.7271707760244315,-0.7919867687062503
196,9,1,20,-2.73008827533674,-0.437412482423018
225,10,2,10,-2.7309817085399977,-0.2149098135516877
10,2,1,5,-2.731380728032056,-1.0108716112203846
165,8,2,20,-2.733031205519654,-0.27170882758581744
61,4,2,5,-2.7342005724749345,-0.5609262222404349
318,13,3,5,-2.7348502699500896,-0.1449540632781134
86,6,3,0.5,-2.7352040843575622,-0.3953241288656144
70,4,3,20,-2.735677353762374,-0.42076683035393253
243,11,4,0.25,-2.7364040350605214,-0.04985998769664971
35,3,2,10,-2.7383898932902637,-0.6470863997231587
114,7,3,0.25,-2.7391071396381137,-0.32256900206671324
11,2,2,5,-2.739960876851701,-0.608535877701762
204,10,1,0.1,-2.74039867556493,-0.8657224775695376
75,6,4,0.0,-2.7467475689980096,-0.2923218761795871
132,7,1,20,-2.7502042969197906,-0.6237536381919397
26,3,2,0.5,-2.7514646665456204,-0.8995910387275653
10,2,1,5,-2.7534076103988725,-0.9955836987283792
135,7,4,20,-2.7535800806830713,-0.08014426167994843
129,7,2,10,-2.7539301999107586,-0.30046022595375843
23,3,2,0.25,-2.754154272165652,-0.8202386197449675
45,4,2,0.1,-2.7624437417905665,-0.6013014704102176
327,13,4,20,-2.763698505374935,-0.006977218100879838
42,4,3,0.0,-2.7638263637251477,-0.4891391805254479
145,8,2,0.25,-2.7646584700923116,-0.3804317854746172
354,14,3,10,-2.765381418030776,-0.03429187992537917
185,9,2,1,-2.7671072047294127,-0.30014413210889856
13,2,2,10,-2.7685696649686653,-0.6048342514700111
116,7,1,0.5,-2.7721440956911145,-0.8570032809730481
217,10,2,1,-2.7754768758804773,-0.4387597912912899
389,15,2,20,-2.779361483807688,-0.08825558565658824
113,7,2,0.25,-2.7806347671867653,-0.5365867635277177
23,3,2,0.25,-2.781463467501545,-0.819844354602647
101,6,2,20,-2.782440403236233,-0.431023741941154
105,7,2,0.0,-2.7847032799256706,-0.4904518907020805
262,11,3,20,-2.7854881975171826,-0.12352842457895702
226,10,3,10,-2.7881836892461167,-0.10162947105626058
69,4,2,20,-2.789607016368785,-0.6079857091535711
24,3,3,0.25,-2.7901271291807195,-0.822501089648203
355,14,4,10,-2.7942636476808755,-0.014260543682517304
134,7,3,20,-2.794350499227026,-0.29158075482514406
291,12,4,10,-2.794834110932305,-0.023047374210126256
373,15,2,0.5,-2.796468363109031,-0.30252983314089754
189,9,2,5,-2.797404456669981,-0.27804759800000994
262,11,3,20,-2.8038382694415933,-0.08267759551494176
170,9,3,0.0,-2.8059982791669724,-0.2604460248215913
388,15,1,20,-2.8061232357008192,-0.42538001444817025
69,4,2,20,-2.8061700553376085,-0.5824103857803444
381,15,2,5,-2.8085986327993644,-0.25247100676666684
41,4,2,0.0,-2.812175493114212,-0.6697445892222212
391,15,4,20,-2.815687520138489,-0.01073900411222494
65,4,2,10,-2.8159829959654012,-0.5502507010862482
390,15,3,20,-2.8182175970015155,-0.026797308720802136
18,3,3,0.0,-2.8198458276372764,-0.7597306346615231
309,13,2,0.5,-2.8202609401598417,-0.3333427785032256
145,8,2,0.25,-2.8210551995753925,-0.46154356660747997
241,11,2,0.25,-2.823257008715548,-0.43073061284687125
261,11,2,20,-2.823344574790503,-0.2558603840821555
13,2,2,10,-2.8264901014872383,-0.594328035379478
122,7,3,1,-2.8278272109995646,-0.31526870395953943
191,9,4,5,-2.8345182769857136,-0.0819920854851715
366,15,3,0.1,-2.8345203651164326,-0.08745468795028159
13,2,2,10,-2.835996296010014,-0.6093950853493635
281,12,2,1,-2.837522351635491,-0.3456105131770484
174,9,3,0.1,-2.8385725880087334,-0.21697191239873492
230,10,3,20,-2.8412616172122025,-0.1460171278049979
39,3,3,20,-2.8433610889038143,-0.5349761625393429
54,4,3,0.5,-2.8453442582122883,-0.7210684336087156
363,15,4,0.0,-2.848094558388025,-0.0298630701418401
238,11,3,0.1,-2.848138212344455,-0.1927319162466462
277,12,2,0.5,-2.850225194428374,-0.4460962897880332
26,3,2,0.5,-2.8508942406269435,-0.8612632327858952
131,7,4,10,-2.8513505270036745,-0.11391275168772541
141,8,2,0.1,-2.8550721098611094,-0.5206411256315918
259,11,4,10,-2.8577489806360674,-0.018388021233607867
127,7,4,5,-2.858016163261283,-0.09565834162919379
366,15,3,0.1,-2.8584412510687405,-0.1429675278549242
198,9,3,20,-2.8606437829984865,-0.13495937229369176
371,15,4,0.25,-2.8611100552001356,-0.020839012684358112
170,9,3,0.0,-2.8612358383997214,-0.21832800514970596
57,4,2,1,-2.864846892511681,-0.543672427339023
133,7,2,20,-2.867650890672517,-0.40609336553930475
33,3,3,5,-2.869686746095464,-0.5622843805465343
56,4,1,1,-2.8723570406688577,-0.9231127150774332
355,14,4,10,-2.872680550997153,-0.018175699482016097
385,15,2,10,-2.8734318754145005,-0.17819886380722658
246,11,3,0.5,-2.876482318201407,-0.20621941599316734
379,15,4,1,-2.885257616042611,-0.02482137299884491
146,8,3,0.25,-2.8867039432156583,-0.2720259772784028
58,4,3,1,-2.8878371871979915,-0.563504570026232
10,2,1,5,-2.8886421282713988,-0.9938606545599676
382,15,3,5,-2.891501045809129,-0.07551467624726002
149,8,2,0.5,-2.8917060571708353,-0.449378143642033
387,15,4,10,-2.8958445457279027,-0.00886327484352614
99,6,4,10,-2.8985636580437384,-0.19503661550017629
31,3,1,5,-2.899399339788182,-0.9426343050233247
306,13,3,0.25,-2.8997093171943202,-0.16862715243626542
47,4,4,0.1,-2.9016740946426167,-0.4449002458603609
12,2,1,10,-2.902310953720347,-0.9990982482550557
23,3,2,0.25,-2.9030531348978967,-0.7571319869882964
346,14,3,1,-2.903854086364231,-0.10925128626684626
99,6,4,10,-2.9050128924592533,-0.2691236098022393
67,4,4,10,-2.9076761404021823,-0.5427580660408797
387,15,4,10,-2.910067947513193,-0.01664328179588579
33,3,3,5,-2.9107642604408563,-0.5563192483042547
13,2,2,10,-2.9123685691149213,-0.5922965102519591
346,14,3,1,-2.9126700283452913,-0.1059966406040173
338,14,3,0.25,-2.9134807551597057,-0.12166631281830775
213,10,2,0.5,-2.915389643268158,-0.48395954567675076
263,11,4,20,-2.916260709716171,-0.022470518877877557
229,10,2,20,-2.9164660812661545,-0.2911782033499182
182,9,3,0.5,-2.9188300723530225,-0.23386010530358486
339,14,4,0.25,-2.9213315465832213,-0.02794626237271241
354,14,3,10,-2.921334495130712,-0.0841949637270763
36,3,3,10,-2.925301373997939,-0.603463724323094
190,9,3,5,-2.9317942731689484,-0.162619642173208
190,9,3,5,-2.9321554804954655,-0.11845967236698601
254,11,3,5,-2.9419664190513655,-0.0676337140303097
315,13,4,1,-2.944817891494653,-0.029154813167160367
106,7,3,0.0,-2.947444518851816,-0.29027307898043303
334,14,3,0.1,-2.948705593657529,-0.12764655178384543
350,14,3,5,-2.9571800911272255,-0.10679318995744519
171,9,4,0.0,-2.9573540384416357,-0.08223405067130633
53,4,2,0.5,-2.9573988916207443,-0.7226275232967141
50,4,3,0.25,-2.9619229391812443,-0.5794025446002635
243,11,4,0.25,-2.961940966157654,-0.05642647474271298
78,6,3,0.1,-2.962934661449903,-0.29993247174707877
242,11,3,0.25,-2.96296268042433,-0.1654406405820739
367,15,4,0.1,-2.9676733511967512,-0.0264732965649585
129,7,2,10,-2.9684139614811698,-0.3055643694806267
182,9,3,0.5,-2.9707134413947793,-0.17299131294990022
38,3,2,20,-2.9737872725463594,-0.6108648416993571
135,7,4,20,-2.9743324864652965,-0.21751433784204768
18,3,3,0.0,-2.9765178820539755,-0.6846058225495921
106,7,3,0.0,-2.9792141107925687,-0.44514700783626515
390,15,3,20,-2.9828514420892276,-0.025935697604042948
21,3,3,0.1,-2.9836488703535067,-0.7000015713180197
261,11,2,20,-2.98452228085632,-0.22581971840602832
346,14,3,1,-2.9849226489921046,-0.06858399089430381
61,4,2,5,-2.9861371343361327,-0.5515891703857748
31,3,1,5,-2.991522085963805,-0.9643611794507447
295,12,4,20,-2.9949734257523364,-0.013971729387662795
341,14,2,0.5,-2.995170225701922,-0.361855532084777
11,2,2,5,-2.996224992147739,-0.5969303439135553
69,4,2,20,-2.998603045172999,-0.5126776253759794
375,15,4,0.5,-2.999998576978225,-0.03458156633129212
34,3,1,10,-3.0025834821562998,-0.844659467306513
230,10,3,20,-3.004677175877757,-0.14013343615935311
255,11,4,5,-3.0065046943454,-0.02651774970099517
86,6,3,0.5,-3.0101078640572094,-0.30843866851228746
177,9,2,0.25,-3.010201645968249,-0.46974741753739774
310,13,3,0.5,-3.0107760842776967,-0.12303852492258928
281,12,2,1,-3.0110428989267106,-0.35697709535553623
250,11,3,1,-3.0110984694128207,-0.1814738799527159
166,8,3,20,-3.013048055213453,-0.22114554303909661
65,4,2,10,-3.0163169750263688,-0.5576972225049915
134,7,3,20,-3.01694491460581,-0.1653168194653263
219,10,4,1,-3.017929599798059,-0.05415560307411757
36,3,3,10,-3.018256932626571,-0.5460020308520048
213,10,2,0.5,-3.022821280165865,-0.3868017923910656
366,15,3,0.1,-3.0292652077082405,-0.0892151596480213
218,10,3,1,-3.030667307335135,-0.18425530569750617
235,11,4,0.0,-3.0346739739106816,-0.11534057073138045
197,9,2,20,-3.035342143582662,-0.2673153851827167
297,13,2,0.0,-3.036025590363499,-0.30573287828006007
326,13,3,20,-3.036543869783041,-0.060023686121141125
299,13,4,0.0,-3.0400769367488056,-0.06113468944888169
34,3,1,10,-3.043056256996963,-0.9016656334915317
375,15,4,0.5,-3.0433437285816103,-0.052171276718572926
303,13,4,0.1,-3.0471695804264853,-0.03671317260247304
349,14,2,5,-3.0490712612199524,-0.31979902395297244
86,6,3,0.5,-3.050122839386878,-0.3407708355395942
20,3,2,0.1,-3.050814857010207,-0.7355573363898298
338,14,3,0.25,-3.051066210907479,-0.1809464835022078
182,9,3,0.5,-3.052855221302412,-0.2744528637107372
91,6,4,1,-3.053656572000713,-0.34950213622428056
306,13,3,0.25,-3.0573152937352677,-0.16332988416413524
206,10,3,0.1,-3.0580389716762113,-0.14970690227388964
35,3,2,10,-3.0614315355613546,-0.7019519000435095
323,13,4,10,-3.06566610000905,-0.00951665336520983
265,12,2,0.0,-3.0725878421462673,-0.3474035323818968
82,6,3,0.25,-3.074743526986205,-0.40887081212239873
367,15,4,0.1,-3.0761148277237567,-0.037003442842364447
193,9,2,10,-3.078900373319182,-0.21745296677476672
321,13,2,10,-3.0809646245520663,-0.1371829280005353
210,10,3,0.25,-3.0809984014086895,-0.19969015510761215
198,9,3,20,-3.0810191542572514,-0.07954427403325173
146,8,3,0.25,-3.0822209275393653,-0.3571674779712688
291,12,4,10,-3.082952255905562,-0.027779140361429058
39,3,3,20,-3.0890809160125228,-0.5869644298449702
82,6,3,0.25,-3.0936206811501834,-0.34228598070149485
66,4,3,10,-3.0960833382413386,-0.43393303065211924
305,13,2,0.25,-3.09660662841535,-0.32471685264331196
121,7,2,1,-3.1041520259769793,-0.49011867628048755
253,11,2,5,-3.104289142306851,-0.2602759957830177
66,4,3,10,-3.105022785201776,-0.5557247166965418
317,13,2,5,-3.1062491733063067,-0.20660649084655128
149,8,2,0.5,-3.1063448072738806,-0.4397550425420448
243,11,4,0.25,-3.108323019925392,-0.14601110471122694
97,6,2,10,-3.1095097242329466,-0.4161788619236522
49,4,2,0.25,-3.109966906667215,-0.748580381559464
290,12,3,10,-3.112956956722162,-0.0920797547796138
335,14,4,0.1,-3.1147638195579694,-0.05079932986978905
162,8,3,10,-3.1199604879339353,-0.17271775283575475
114,7,3,0.25,-3.1204789924792475,-0.37011859372630596
318,13,3,5,-3.1243704803783405,-0.08906649010443507
293,12,2,20,-3.127880073002161,-0.26530262386270886
289,12,2,10,-3.127978635735605,-0.2100300759317505
293,12,2,20,-3.1366730540790826,-0.20685917217178607
314,13,3,1,-3.1388234055044415,-0.10551338434470175
303,13,4,0.1,-3.141334154314104,-0.04029226758586087
6,2,1,0.5,-3.1429935531392976,-1.0523895011021687
133,7,2,20,-3.1439645227680226,-0.30378096553483935
206,10,3,0.1,-3.1454473097636546,-0.22711714247452564
178,9,3,0.25,-3.1479653994503796,-0.2226982208751502
283,12,4,1,-3.1542132630464956,-0.04715324049242117
261,11,2,20,-3.161853134347019,-0.17457610843339166
161,8,2,10,-3.1647043843023983,-0.2093574757758782
86,6,3,0.5,-3.1678422145078162,-0.33868501121524086
343,14,4,0.5,-3.1683991821010364,-0.04540605156037774
390,15,3,20,-3.170100535988597,-0.04304814752274576
3,2,2,0.1,-3.1776785674512187,-0.8824522293779604
43,4,4,0.0,-3.1817729460559474,-0.5514884970443258
127,7,4,5,-3.181808846522013,-0.1448484191253375
53,4,2,0.5,-3.1822753191866635,-0.7047963206608789
302,13,3,0.1,-3.1832400723013694,-0.1552229379810558
358,14,3,20,-3.1832807313673834,-0.03165920057177312
381,15,2,5,-3.188982099641386,-0.28638688326243206
205,10,2,0.1,-3.1893103964537475,-0.3836782435066668
295,12,4,20,-3.1916942540578535,-0.012006292550830978
55,4,4,0.5,-3.19270846261807,-0.7760405291263743
181,9,2,0.5,-3.193980148109335,-0.39472945726133685
210,10,3,0.25,-3.195018529710261,-0.18095113538629448
263,11,4,20,-3.201519548450036,-0.023091312125957972
91,6,4,1,-3.213882548478215,-0.30879516416008773
24,3,3,0.25,-3.216207431890296,-0.7406474624895537
294,12,3,20,-3.2182876099451847,-0.06479333363282824
278,12,3,0.5,-3.2206209369802017,-0.13347240117982695
374,15,3,0.5,-3.2328540563449804,-0.1251805243186874
391,15,4,20,-3.233812386922678,-0.004825549346580554
253,11,2,5,-3.2347097857945295,-0.28377374321728005
158,8,3,5,-3.248784164822067,-0.20282575004483216
358,14,3,20,-3.2505738113519973,-0.028720767517308083
325,13,2,20,-3.258033387651893,-0.20314207129008094
178,9,3,0.25,-3.2597142838451365,-0.1874309114604947
258,11,3,10,-3.2602696664186004,-0.06150420178278299
211,10,4,0.25,-3.2645769370954865,-0.06266074025916418
67,4,4,10,-3.2676850409371863,-0.3072867357050494
286,12,3,5,-3.2691018883247076,-0.1164451278363851
357,14,2,20,-3.2726325738998407,-0.12351295745870518
75,6,4,0.0,-3.2737744510591757,-0.4050248454022414
335,14,4,0.1,-3.27423556035051,-0.035075888951988106
287,12,4,5,-3.277828769343957,-0.022793608006222366
31,3,1,5,-3.2811063598907717,-0.9442201871368644
18,3,3,0.0,-3.281650203866617,-0.6685315828754474
298,13,3,0.0,-3.2857878914654446,-0.132289806725133
163,8,4,10,-3.2911983153945448,-0.09615772285778948
177,9,2,0.25,-3.2944551092888035,-0.5324682899589323
257,11,2,10,-3.2972598993974453,-0.21006323124639034
362,15,3,0.0,-3.299059791305252,-0.08874833092988782
262,11,3,20,-3.302204086977503,-0.05359893316822809
379,15,4,1,-3.304868742875329,-0.02693273264761536
130,7,3,10,-3.3059676510556426,-0.15571703356406819
194,9,3,10,-3.3117504263569035,-0.15050390392648777
303,13,4,0.1,-3.3175421873799404,-0.04443928699088272
154,8,3,1,-3.319380791710492,-0.2853101520902027
241,11,2,0.25,-3.3233491829901265,-0.4298578150685557
203,10,4,0.0,-3.323778554009018,-0.12064288677693627
47,4,4,0.1,-3.3250884753199768,-0.49193889006843405
362,15,3,0.0,-3.3255729854354827,-0.08903329040426872
32,3,2,5,-3.326632009957442,-0.5612320284293406
71,4,4,20,-3.3336901572362327,-0.4138340182774134
331,14,4,0.0,-3.3358152389194498,-0.029247581848207242
251,11,4,1,-3.3367653548428198,-0.07027857408769543
