Elapsed,WT UT 0nM,WT UT 1.6nM,WT UT 8nM,WT UT 40nM,WT UT 200nM,WT UT 1000nM,WT UT 0nM,WT UT 1.6nM,WT UT 8nM,WT UT 40nM,WT UT 200nM,WT UT 1000nM,WT E 0nM,WT E 1.6nM,WT E 8nM,WT E 40nM,WT E 200nM,WT E 1000nM,WT E 0nM,WT E 1.6nM,WT E 8nM,WT E 40nM,WT E 200nM,WT E 1000nM,WT E/R 0nM,WT E/R 1.6nM,WT E/R 8nM,WT E/R 40nM,WT E/R 200nM,WT E/R 1000nM,WT E/R 0nM,WT E/R 1.6nM,WT E/R 8nM,WT E/R 40nM,WT E/R 200nM,WT E/R 1000nM,WT E/A 0nM,WT E/A 1.6nM,WT E/A 8nM,WT E/A 40nM,WT E/A 200nM,WT E/A 1000nM,WT E/A 0nM,WT E/A 1.6nM,WT E/A 8nM,WT E/A 40nM,WT E/A 200nM,WT E/A 1000nM,KO UT 0nM,KO UT 1.6nM,KO UT 8nM,KO UT 40nM,KO UT 200nM,KO UT 1000nM,KO UT 0nM,KO UT 1.6nM,KO UT 8nM,KO UT 40nM,KO UT 200nM,KO UT 1000nM,KO E 0nM,KO E 1.6nM,KO E 8nM,KO E 40nM,KO E 200nM,KO E 1000nM,KO E 0nM,KO E 1.6nM,KO E 8nM,KO E 40nM,KO E 200nM,KO E 1000nM,KO E/R 0nM,KO E/R 1.6nM,KO E/R 8nM,KO E/R 40nM,KO E/R 200nM,KO E/R 1000nM,KO E/R 0nM,KO E/R 1.6nM,KO E/R 8nM,KO E/R 40nM,KO E/R 200nM,KO E/R 1000nM,KO E/A 0nM,KO E/A 1.6nM,KO E/A 8nM,KO E/A 40nM,KO E/A 200nM,KO E/A 1000nM,KO E/A 0nM,KO E/A 1.6nM,KO E/A 8nM,KO E/A 40nM,KO E/A 200nM,KO E/A 1000nM
75,31.9633,32.33263,22.81001,10.73007,5.662939,4.940905,36.53529,31.05756,25.1164,9.708472,7.852898,3.429449,19.1505,16.93979,12.69231,10.54296,6.879203,5.910957,24.77015,17.68717,14.10664,7.913047,3.73097,10.48563,10.08077,17.18029,11.36108,5.836383,11.38527,9.230276,19.49814,14.77312,13.63983,7.797377,5.261395,3.935137,26.83003,27.07989,22.33694,12.9559,11.05092,14.09255,42.21913,29.322,22.93197,11.126,5.903165,4.599905,39.73356,39.50984,30.86698,21.72651,18.67108,12.06923,50.72105,44.64881,44.96481,29.60741,15.29046,5.929122,17.61515,23.31592,16.34076,10.49422,9.192738,12.81891,33.67676,19.12777,16.68569,13.83451,7.286514,3.74396,13.43693,18.10196,8.62826,4.383089,3.083221,4.265158,18.37331,14.29299,16.61394,9.674137,5.058237,3.889815,16.38204,19.39255,15.38023,9.676368,4.381268,14.03515,26.73067,19.28297,19.70884,9.802844,6.628833,3.682035
78,35.9589,36.24055,24.92666,11.66425,5.732862,5.338352,41.65627,34.01253,27.42767,10.96464,8.419638,3.550203,19.71198,16.92318,12.87612,10.63942,6.822833,5.76728,25.7466,17.79074,14.35083,8.062748,3.808897,11.38974,9.935692,17.03667,11.24665,5.848729,12.4715,10.42073,19.45846,15.20575,14.20523,8.066845,5.045482,4.217497,27.64765,27.57654,22.58641,13.88294,11.67817,15.44928,43.08696,29.81914,23.3969,11.30981,6.135225,4.391913,45.29404,44.00642,34.48086,24.60688,19.91541,13.44642,55.65487,48.14792,49.07096,32.89752,15.99104,6.751097,19.00141,24.12055,17.10392,10.88915,9.520133,14.6301,35.23119,19.66703,17.75375,15.09983,7.220545,3.713305,13.632,18.76294,8.923534,4.443428,3.29075,4.246051,18.813,15.09603,16.8246,9.629969,5.111345,3.932693,17.46683,19.60135,16.35033,9.934303,4.597235,15.11561,27.44114,20.2339,20.67478,10.41387,6.505302,3.665736
81,40.05786,40.57573,29.04617,13.24326,6.047221,5.652142,47.89677,37.6688,30.22621,11.38757,8.785367,5.079734,19.7904,17.12916,12.92065,10.94718,6.998158,5.865908,26.53618,18.06109,14.40715,7.808296,3.765305,10.40437,10.13899,17.24571,11.77485,5.872737,12.87952,11.57368,20.07792,15.69484,15.51174,8.870358,5.176357,4.505254,28.26381,29.03191,23.10166,15.03857,12.80732,17.69851,44.82964,30.63788,23.89431,11.48871,6.247989,4.404972,49.46661,47.40404,37.80106,28.24996,20.94258,14.64932,60.77133,53.24044,54.22288,37.00176,17.0554,7.060114,18.96731,25.03696,17.41528,11.43434,10.4184,14.80687,36.49744,20.34825,18.49892,16.27674,7.050455,4.084512,14.2895,19.23655,9.45012,4.836336,3.461705,4.463088,19.66413,15.42361,16.96965,10.15252,5.196488,3.898214,17.80912,20.65607,16.61545,10.34182,4.55591,15.58761,28.75017,21.00241,21.53746,10.57843,6.606631,3.644194
84,45.11128,44.85162,32.53857,14.0616,6.639813,5.467649,53.66658,41.64252,32.18441,11.90647,9.08905,8.688416,20.2569,17.32154,13.19667,11.09891,6.883399,5.807474,27.00932,18.40098,14.32673,8.066406,3.697196,10.24139,10.03007,17.09884,11.92564,5.979719,13.74684,12.83966,19.87957,16.54894,16.42695,9.602357,5.066068,4.730326,29.27913,30.19527,22.88002,16.23364,12.28875,19.08227,45.73383,31.09569,24.18594,11.93176,6.127455,4.574949,53.31256,52.74921,42.20345,30.52125,22.33857,15.68407,65.74438,58.05528,57.88629,40.63039,18.14776,7.452021,19.83286,25.6179,18.27465,12.05612,11.72773,16.94443,37.80214,21.59709,20.4781,16.66807,7.026895,3.736713,14.4113,19.15387,9.795589,4.708715,3.400266,4.567224,20.25722,15.69013,17.63716,10.14365,5.207946,3.789502,17.83738,21.11015,17.16425,10.64053,4.61065,16.83387,29.40992,22.13831,22.3219,10.68035,6.632673,3.781968
87,49.39679,48.85225,35.74072,15.83508,6.871752,6.272588,57.50641,45.66357,34.38609,12.80058,9.70962,9.257114,20.2792,17.9649,13.0999,11.39962,6.439219,5.682417,27.43674,18.46511,14.49078,8.262812,3.729862,9.55969,10.13301,17.05476,12.49723,6.272392,14.89753,13.53795,20.49664,18.14204,16.74679,9.992367,4.881067,4.763196,30.31239,30.59501,23.07836,17.31007,13.31395,19.79099,46.6686,32.36518,24.89523,12.19623,5.867084,4.328228,58.29157,57.62175,45.75284,34.18034,23.97585,17.30388,70.53777,62.55562,63.74711,43.53119,18.97045,7.315477,20.1705,27.03547,19.31845,12.96222,11.76759,17.92707,39.3914,22.88633,21.68265,17.80343,7.088091,3.854531,14.90078,19.34545,9.915046,4.699382,3.591572,4.32256,21.19916,16.21578,17.48519,10.20831,5.466314,3.719428,18.85636,21.35021,17.62487,11.25054,4.756201,16.8593,30.4553,23.52547,23.19292,10.92279,6.684445,3.764493
90,52.53587,53.43346,39.65884,17.03922,7.217548,6.195436,62.71173,49.90076,37.40518,13.29614,10.44438,9.979634,20.40242,18.41094,13.49445,11.42964,6.199442,5.519983,27.78418,18.67701,14.44874,8.08285,3.684076,9.366403,10.06059,17.30273,13.09223,6.433687,15.98907,14.91868,21.03612,19.38266,17.59295,10.60947,4.880771,4.990856,30.86113,31.20125,23.61843,18.24212,13.05368,21.79108,46.80328,33.47429,25.2311,12.60624,6.038858,4.10179,61.0406,62.09665,49.21251,37.33608,25.84035,19.02392,75.24149,67.58656,66.35332,47.04329,19.94069,7.189701,20.55561,27.05078,19.67232,13.35711,12.81028,19.33716,40.76465,23.23827,22.04649,18.49454,7.126076,3.978623,15.19518,19.74099,10.26487,4.815751,3.391381,4.442358,21.5365,16.61492,18.05445,10.56898,5.379144,3.780078,19.32449,22.58636,18.10176,11.2895,4.689299,17.72813,30.92693,24.22799,23.95609,11.27251,6.773201,3.761321
93,57.50991,58.45192,43.62056,18.3134,7.673049,5.857113,64.23441,53.38598,40.4502,14.27079,11.05347,8.8876,20.22436,18.92445,13.71463,11.36035,5.954626,5.450478,27.9027,18.57266,14.76722,8.215538,3.701711,9.465759,10.01326,17.53107,14.36655,6.659579,16.52836,16.39113,21.29748,20.48383,18.52219,11.28175,4.590504,5.121224,31.8638,32.01988,23.96843,19.91043,14.20279,23.09631,47.28487,34.84336,26.32025,12.76595,5.74803,4.468862,64.94547,65.0177,52.44097,40.48917,27.92609,20.62541,80.28012,71.00055,70.26455,51.22038,21.17144,6.897938,21.7195,27.31078,20.32309,14.22816,13.14021,21.25221,42.41033,24.48107,23.41074,19.38894,7.306251,4.026359,15.61848,20.21445,10.2786,5.117134,3.359906,5.244103,22.51255,16.99607,18.80385,11.02144,5.556489,3.607537,20.31348,23.47997,18.74061,11.72037,4.57466,17.69054,32.24646,25.11556,24.47871,11.38198,6.886913,3.783417
96,60.73208,62.57359,46.84717,20.03112,8.147991,6.74124,68.87702,55.76131,43.27833,15.38553,11.43203,10.60231,20.23874,19.34368,13.84501,11.54635,5.92482,5.147076,28.08232,18.60556,14.97598,8.268896,3.733071,9.310814,10.19206,17.49006,15.44171,6.819662,17.66135,16.88457,22.51504,21.56256,20.00077,12.37739,4.568074,5.009151,33.59052,32.5032,23.94055,21.52311,13.49518,23.88392,47.94612,35.80352,26.42921,13.50436,5.866128,4.636062,67.58158,68.47645,56.50169,45.02226,30.00439,21.98409,83.06424,74.94198,74.82689,56.50169,22.38027,6.586212,22.08757,28.14799,21.01282,15.02853,14.71833,22.13528,43.83347,25.01162,24.6375,19.67535,7.258044,3.970572,15.88508,20.88371,10.72596,5.141688,3.361188,7.13352,24.03489,17.94243,19.07161,11.26697,5.688131,3.514365,20.3021,23.91553,19.76081,11.88324,4.344004,17.64299,32.62703,25.76128,24.42449,11.72407,6.905503,3.76881
99,64.17319,65.72781,49.20987,21.85409,8.889321,5.296497,72.82103,58.30705,45.8559,16.3429,11.85875,10.06124,20.18748,19.32786,13.64957,11.89553,5.746642,4.76089,28.21602,18.97746,15.39751,8.34498,3.545445,7.324468,10.07408,17.7795,16.29472,7.114102,18.25092,17.55018,23.16086,23.38892,22.02133,12.79051,4.701234,5.509672,34.24665,32.70976,24.66039,22.97563,13.23537,24.33598,48.36403,36.95129,27.2594,13.59474,5.774884,5.157888,71.65276,70.1977,62.54941,48.21625,32.18983,23.92824,85.32658,78.1493,78.97504,60.46812,22.8313,6.807187,22.75426,28.80235,21.8988,15.73623,16.00287,22.79885,45.51232,26.63871,25.78374,20.55101,7.440351,3.91358,16.71788,21.53213,11.22018,5.406605,3.567071,7.111834,23.84109,17.69122,19.39815,11.16361,5.674131,3.602271,21.00379,25.04069,20.06842,12.36575,4.318705,17.73849,34.20485,26.63591,26.0917,11.97409,7.075601,3.772961
102,68.2981,68.8945,52.55649,23.87875,9.094058,5.428314,76.19331,61.11693,48.37008,17.67285,12.26094,11.0144,20.42866,19.38751,13.61876,11.81622,5.685377,4.774965,27.86321,19.17173,15.72165,8.439784,3.515883,5.894856,10.1107,18.05956,17.27032,7.598711,18.68937,18.82694,24.36283,24.04372,22.82101,12.93149,4.268299,6.405127,33.69751,33.43401,25.54371,23.93922,13.87408,24.53763,49.15428,38.61487,28.29899,13.65515,5.580072,5.361859,75.00441,73.99588,66.50455,52.0251,33.98692,25.05581,87.40871,81.23508,81.936,64.1518,23.92447,6.668131,23.84911,29.9334,22.94928,16.00014,16.37742,24.27199,48.08024,27.99757,26.42871,20.98027,7.520646,3.926882,17.15117,22.07656,11.54823,5.327835,3.599115,6.476954,24.76888,18.70049,20.32521,11.48859,5.760262,3.585912,21.42461,26.0676,21.09636,12.65348,4.275499,18.69499,34.13304,27.12658,27.09909,12.23851,7.117281,3.999088
105,71.65731,71.66267,54.40456,25.15854,9.409502,5.604322,79.32302,63.06093,51.00975,18.53741,12.59008,11.3652,20.68793,19.84145,14.12365,12.02004,5.717436,4.841906,27.83443,19.41098,16.30236,8.586913,3.588643,4.894444,10.03355,18.01112,18.09033,7.863649,19.81838,19.19321,25.75652,24.97964,24.05536,13.77162,4.387399,6.306704,34.23375,33.78624,26.23067,24.85461,13.38832,25.28957,49.61533,40.16466,29.58977,13.80645,5.596902,5.019979,77.27126,76.8465,69.52058,55.41826,36.39289,25.95608,89.20222,83.98722,84.34028,68.07092,25.24928,6.286558,24.19919,30.59013,23.5929,16.81616,17.51156,25.00358,48.95235,28.99605,27.71919,21.54505,7.648571,3.892561,17.35876,22.77795,11.83881,5.497462,3.605223,5.776789,25.42485,19.57773,20.90888,11.6367,5.811928,3.462517,22.45838,26.79157,21.56294,13.24447,4.287746,18.77666,34.78461,28.2692,28.64206,12.54878,7.252293,4.710825
108,74.88889,73.65952,57.38339,27.32543,9.529269,5.744205,81.91962,65.10913,53.15962,19.44888,12.7806,7.540117,20.66379,20.26482,14.05729,12.0877,5.340529,4.713253,28.38721,19.33611,16.3242,8.61426,3.476464,4.485184,9.944964,18.09943,19.99545,8.116721,20.2029,21.13068,26.65916,27.18704,25.59109,13.7449,4.423479,6.400248,34.53926,34.08973,26.85043,24.84147,13.47889,25.35624,51.15538,41.17345,30.17611,13.83286,5.46145,4.833696,79.62516,80.94485,72.8872,59.02091,38.82596,26.43723,91.53628,87.30108,88.01756,71.4874,26.40745,6.416235,24.79525,31.34096,24.65236,18.13378,18.51868,25.70585,50.74063,30.75528,28.92075,21.54484,7.803303,3.82578,18.10061,23.26643,12.07369,5.416196,3.721257,5.208416,25.81095,20.0838,21.47314,11.89578,5.970416,3.510594,22.83536,27.51542,22.40349,13.51048,4.350696,19.14707,35.93459,29.37583,29.77562,12.58395,7.214861,4.500564
111,77.99492,76.06669,59.71121,29.0637,9.783001,5.078519,84.78849,67.80405,55.58843,20.53539,12.92565,5.960643,20.62039,20.48947,13.97627,12.26408,5.175197,4.631364,29.29966,19.71041,16.37841,8.778446,3.498059,4.142606,10.00622,18.26626,19.89065,8.425723,21.0433,21.41215,28.29499,28.25193,26.95952,14.27277,4.438601,5.882534,35.03932,35.07708,27.79232,25.66965,13.37601,26.65199,52.05437,42.04239,30.13505,14.14623,5.627913,4.515361,82.62033,84.10909,75.48605,62.54588,38.96888,28.64021,93.44981,89.6566,89.8437,74.66277,27.51937,6.555148,25.24642,32.70874,25.72618,18.54575,18.69404,26.78183,52.88004,30.78843,30.08486,22.83121,8.052382,3.733367,18.23716,23.42192,12.28381,5.556147,3.736045,4.820234,26.87054,20.39123,21.76856,12.25573,6.012999,3.417195,24.0595,27.56915,22.75563,13.76881,4.350665,19.38074,37.05324,30.33511,31.02115,13.15128,7.252157,4.768728
114,80.13529,78.55682,61.7531,31.16102,10.0784,4.906752,86.97095,69.7912,57.06422,21.61335,13.22944,4.990295,21.13554,21.20302,14.18964,12.70338,5.203363,4.611917,29.58715,20.11718,16.49191,8.874744,3.440163,3.759227,10.17111,18.24976,21.41406,9.364255,21.04115,21.2732,29.06374,29.13548,27.56044,14.34773,4.339845,5.721488,34.94065,35.75553,27.82774,27.30023,13.79168,26.48813,52.32952,43.59493,30.85199,14.23678,5.667158,4.245262,85.71121,87.72368,78.72226,66.71673,42.44323,29.39729,95.28879,91.71074,92.42188,77.92295,28.65282,6.444872,25.739,33.43385,26.44386,19.80398,18.78564,27.04208,54.48427,31.79453,30.89766,23.38867,8.282457,3.561152,18.81103,24.0531,12.65029,5.959657,3.78155,4.526735,26.8953,20.44528,21.71902,12.21004,6.110451,3.331724,24.36565,28.8073,23.11451,14.33138,4.456828,19.32862,38.24886,31.07853,31.85985,13.1562,7.363145,4.690065
117,82.21268,80.14449,63.54687,33.20079,10.17019,4.638034,88.31542,71.92765,58.46241,22.90407,13.70226,4.68511,21.0754,21.54249,14.28424,12.9334,5.068299,4.527061,29.44907,20.22924,16.99116,8.752936,3.476964,3.422127,10.06067,18.21267,22.5628,9.548672,22.02145,22.89985,30.63388,30.62127,28.53977,14.8828,4.36201,5.067327,34.7698,36.37724,27.92364,28.16082,13.89537,26.3314,53.87488,43.98648,32.01225,14.35073,5.629181,3.758574,88.29487,90.24108,81.61234,69.35972,44.09393,30.52072,96.69488,93.67619,93.94616,80.54659,29.87255,6.370237,26.36613,34.17364,27.44152,20.73348,19.7399,29.12198,55.30952,32.93938,31.56164,23.66955,8.362439,3.562306,19.40513,24.60604,12.82434,6.000525,3.814626,4.413668,27.83619,21.04885,22.53056,12.43757,6.293144,3.313225,25.99345,30.23604,23.78881,14.29464,4.485867,19.31224,39.3619,32.32464,32.7659,13.33596,7.555854,5.17176
120,83.86192,82.2355,65.33791,35.55763,10.63294,5.07622,89.76187,73.3053,60.94509,24.21231,14.21918,4.769084,21.34353,22.00583,14.60556,12.88061,5.10532,4.541243,30.31082,20.35061,17.02194,8.96876,3.637813,3.053499,10.11427,18.20878,24.47983,10.26629,21.53349,22.89527,31.86669,31.27024,29.2844,14.50838,4.338138,4.922687,35.5934,37.12263,28.51405,28.6807,13.88212,26.58745,54.43575,44.70094,32.36406,14.68697,5.662977,3.566077,90.23199,92.5173,85.1935,72.04449,45.89927,31.82187,97.79272,94.80754,95.38637,83.35104,30.94478,6.359895,26.94462,34.8221,28.71601,20.23059,19.77834,28.34854,57.51679,33.52446,33.18265,24.02709,8.504076,3.510822,19.66892,25.43979,13.09998,6.093279,3.869517,4.334784,28.7691,21.08374,22.89175,12.60029,6.410719,3.228256,26.21608,30.85466,25.04531,14.7149,4.491428,19.43501,40.73688,33.12443,33.78684,13.32184,7.563951,5.120283
